food_id,food_name,meal_role,serving_size,kcal,carbohydrate,protein,fat,sugar,sodium,recipe_steps,recipe_images,ingredients,na_tip,source
363,미역 닭가슴살전,반찬,,234.1,14.0,17.7,11.9,,284.5,"[""1. 닭가슴살은 송송 다져준 후 소금, 후추로\n밑간을 해준다."", ""2. 미역은 물에 불려준 후 송송 잘라준다."", ""3. 두부는 물기를 꼭 짜준다."", ""4. 청양고추, 대파, 당근은 송송 다져준다."", ""5. 소스를 만들어준다."", ""6. 준비된 재료에 계란으로 반죽해 한입 크기로\n전을 부쳐준다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_01.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_02.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_03.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_04.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_05.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00363_06.png""]","닭가슴살 100g, 미역 10g, 두부 50g, 청양고추 10g, 대파 10g, 당근 10g, 계란 60g
소스 : 저염간장 30g, 식초 15g, 레몬즙 10g, 고추냉이 5g, 통깨 1g","나트륨을 줄인 간장에 고추냉이를 넣어서 만든 소스는 미역의 풍부한 맛을 살려주고, 부족한 맛을 잡아주어 나트륨 함량을 낮췄으며 두부를 섞어 고소함을 더해주었다.",samsam
365,블루베리양갱,간식,,142.4,20.3,8.0,3.3,,32.2,"[""1. 블루베리는 믹서에 갈아서 체에 내려준다."", ""2. 물에 끓여주면서 흰앙금과 설탕을 풀어준다."", ""3. 여기에 다시 한천가루를 넣어 끓여준다."", ""4. 여기에 블루베리를 넣어 끓인다."", ""5. 몰드에 넣어서 시원한 곳에서 식혀준다."", ""6. 접시에 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_01.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_02.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_03.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_04.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_05.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00365_06.png""]","흰앙금 100g, 블루베리 30g, 설탕 30g, 한천 20g, 물100g",블루베리의 상큼함으로 나트륨 섭취를 줄였다.,samsam
366,장어찜,반찬,,328.3,2.1,20.4,26.5,,74.7,"[""1. 장어 살 쪽에 칼집을 내어 우유와 후추로\n마리네이드 해서 비린내를 제거한다."", ""2. 우엉, 인삼, 홍고추는 채 썰어 냉수에 담가둔다"", ""3. 미나리, 팽이는 먹기 좋게 썰어준다."", ""4. 양파, 청고추는 가늘게 채 썰어준다."", ""5. 장어는 찜기에 쪄준다."", ""6. 모든 채소를 한데 섞어 샐러드소스로 버무려\n샐러드를 만들어주고 장어와 함께 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_01.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_02.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_03.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_04.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_05.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00366_06.png""]","장어 250g, 우유 100g, 후추 1g
곁들이 샐러드 : 우엉 25g, 인삼 20g, 미나리 20g, 팽이 15g, 양파 40g
샐러드소스 : 청고추 17g, 홍고추 15g, 맛간장 7g",곁들이 채소를 향이 있는 것을 선택해서 간장이 많이 들어간 장어소스 없이도 맛있게 장어를 먹을 수 있다.,samsam
368,두부청국장죽,한그릇,,255.1,37.6,16.3,4.4,,118.2,"[""1. 다진 쇠고기는 양념장에 버무려주고 두부는\n으깨준다."", ""2. 애호박, 당근은 송송 다져준다."", ""3. 표고버섯은 불려준 뒤 채 썰어 참기름과\n버섯마늘소금에 살짝 무쳐서 볶아준다."", ""4. 양념된 소고기는 팬에 볶아준다."", ""5. 소고기를 볶아주던 팬에 밥과 표고를 넣고\n끓여주다 두부를 넣고 죽을 해준다."", ""6. 다진 애호박, 당근을 넣어서 끓여주고 불을\n끄기 전에 청국장과 흑임자를 넣어 죽을\n완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_01.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_02.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_03.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_04.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_05.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00368_06.png""]","청국장가루 20g, 두부 60g, 밥 150g, 표고버섯 12g, 당근 20g, 애호박 25g
양념장 : 다진쇠고기 30g, 참기름 15g, 맛간장 10g, 버섯마늘소금 1g
흰후추 1g, 다진마늘 10g, 다진대파 7g, 흑임자 1g","죽에 청국장가루를 사용해서 구수한 맛이 짠맛을 대체하고 두부, 소고기, 채소를 넣어 씹는 맛과 음식의 색감으로 맛을 높여주었다.",samsam
472,맥적구이,반찬,,467.7,17.6,30.7,30.5,,551.7,"[""1. 돼지고기에 생강즙과 소금, 후춧가루를\n넣어 숙성한다."", ""2. 숙성된 돼지고기에 간장과 정종, 설탕,\n파, 마늘, 양파, 참기름, 통깨 넣어\n골고루 양념한다."", ""3. 새송이, 가지, 표고, 홍피망을 편으로\n썰어 준비한다."", ""4. 된장에 마요네즈와 생크림, 다진\n땅콩을 섞어놓는다."", ""5. 새송이와 가지, 표고, 홍피망은 팬에서\n굽는다."", ""6. 팬이 따끈해지면 양념한 돼지고기를\n구워 접시에 담고 그 위에 된장 소스를\n올리고, 구워낸 채소를 다시 위에 올려\n완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00472_6.png""]","돼지고기(120g), 생강(10g), 소금(0.2g), 후춧가루(0.02g)
저염간장(20g), 정종(10g), 설탕(20g), 대파(10g), 마늘(20g)
양파(20g), 참기름(5g), 통깨(3g), 새송이버섯(20g)
표고버섯(20g), 가지(20g), 홍피망(20g)
- 된장소스 : 된장(10g), 마요네즈(20g), 생크림(10g)
다진 땅콩(20g)",된장에 마요네즈와 생크림을 넣어 만든 맥적 소스는 된장의 짠맛을 감소시켜 나트륨 함량을 낮출 수 있었어요.,samsam
473,채소어묵,반찬,,382.5,39.89,26.7,12.9,,320.1,"[""1. 생선살은 가시를 발라내고 곱게 으깨어\n놓는다."", ""2. 으깬 생선살에 맛술 과 생강즙, 소금을\n넣어 골고루 치댄다."", ""3. 잘 치댄 생선살에 밀가루를 넣어 다시\n치대어 준다."", ""4. 양파와 당근, 샐러리, 마늘은 곱게\n다지고, 옥수수는 알맹이를 준비한다."", ""5. 생선살에 다진 채소와 어린이 치즈를\n다져 섞는다."", ""6. 채소를 다져 섞은 생선살을 동글동글\n하게 완자를 빚어 튀김기름에 약 150℃\n온도에서 은근히 5분 정도 튀겨 완성\n한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00473_6.png""]","생선살(100g), 맛술(10g), 생강(10g), 소금(0.2g)
밀가루(20g), 양파(20g),당근(20g), 샐러리(10g), 마늘(10g)
옥수수(20g), 어린이치즈(20g), 튀김기름(400g)",흰살 생선은 담백한 맛과 튀김의 고소한 맛이 더해져 간을 하지 않아도 풍미가 있어요,samsam
474,주꾸미보리죽,한그릇,,327.4,48.7,21.8,5.0,,172.7,"[""1. 보리는 깨끗이 씻어 물을 충분히 붓고\n약 30분 정도 불려 준비한다."", ""2. 주꾸미는 밀가루를 넣고 조물조물\n주물러 다시 깨끗이 씻어 준비한다."", ""3. 씻어놓은 주꾸미는 살짝 데쳐 입자\n있게 다져 놓는다."", ""4. 미나리와 당근, 양파는 입자있게\n다져 놓는다."", ""5. 냄비에 참기름을 두르고, 주꾸미를\n먼저 볶다가 불린 보리쌀을 넣고 다시\n볶은 뒤 썰어놓은 채소(④)를 넣는다."", ""6. 냄비에 육수를 넣고 나무주걱으로\n은근히 저어가면 끓이다가 죽이 어우러\n지면, 우유와 치즈, 간장을 살짝 넣고\n한 번 더 끓여 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00474_6.png""]","주꾸미(100g), 밀가루(10g), 보리(100g)
미나리(10g), 당근(20g), 양파(20g), 참기름(5g)
육수(400g), 저염치즈(20g), 우유(100g), 저염간장(5g)","주꾸미와 보리쌀을 넣어 씹히는 질감이 있으며, 갖가지 채소와 어우러져 맛이 좋고, 저염치즈를 넣으므로 별도의 소금을 넣지 않아도
나트륨 함량을 줄일 수 있다.",samsam
475,오렌지삼겹찜,반찬,,638.1,22.0,26.7,49.2,,206.0,"[""1. 삼겹살은 로즈마리를 뿌려\n숙성시킨다."", ""2. 고구마는 삶아 준비하고, 감자는 웨지\n감자형으로 썰어 익힌 후 기름에 튀겨\n놓는다."", ""3. 삶아진 고구마를 으깨어 생크림을 넣어\n골고루 섞는다."", ""4. 오렌지는 즙을 짜 놓는다."", ""5. 숙성된 삼겹살은 오븐에 굽고, 브로컬리는\n살짝 데쳐 올리브오일에 볶아놓는다."", ""6. 팬에 오렌지즙과 설탕, 정종, 소금을\n넣고 바글바글 졸인 후 와사비를 넣어\n소스를 만들고, 오븐에 구어진 삼겹살을\n잘라 접시에 담고 그 위에 소스를\n살짝 올리고, 한쪽에는 감자튀김(②),\n고구마무스(③), 브로컬리(⑤)를\n곁들여 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00475_6.png""]","삼겹살(100g), 로즈마리(5g)
고구마(30g), 생크림(10g), 감자(20g), 튀김기름(200g)
브로컬리(30g), 올리브오일(10g)
- 소스 : 오렌지(50g), 설탕(10g), 정종(10g), 저염소금(5g)
와사비(5g)",로즈마리와 함께 숙성시킨 삼겹살에 오렌지와 와사비를 곁들여 만든 소스가 어우러져 별도의 소금 없이도 맛을 느낄 수 있어요.,samsam
477,수삼떡갈비,반찬,,388.6,15.5,38.7,19.1,,162.1,"[""1. 수삼은 뇌두를 제거하고 양파와\n대파, 마늘과 함께 다진다"", ""2. 다진 소고기에 다진 재료(①)와 간장,\n후춧가루, 정종, 찹쌀가루를 넣어\n골고루 섞는다."", ""3. 대추는 씨를 제거하고 채를 썰어\n곁들임채소로 준비하고, 새송이는\n길이로 썰어 갈비뼈 모양으로 만들어\n놓는다."", ""4. 양념이 된 소고기(②)를 새송이(③)에\n감싸듯 타원형 모양으로 떡갈비를\n만든다."", ""5. 만들어 놓은 떡갈비를 팬에 은근히\n익힌다."", ""6. 간장과 올리고당, 설탕, 육수를 넣고\n섞어가며 바글바글 끓인 뒤, 익힌 떡갈\n비(⑤)를 넣고 살짝 졸인 후 접시에 담고,\n그 위에 통깨를 살짝 뿌리고, 대추채(③)와\n어린잎을 곁들임채소로 올려 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00477_6.png""]","다진소고기(100g), 수삼(50g), 양파(20g), 대파(10g)
마늘(10g), 저염간장(10g), 후춧가루(0.05g), 정종(10g)
찹쌀가루(10g), 새송이(50g), 대추(20g), 통깨(2g)
어린잎(10g)
- 소스 : 저염간장(10g), 올리고당(20g), 설탕(5g), 육수(100g)",수삼의 향으로 나트륨 섭취를 줄였어요,samsam
480,가지토마토구이,반찬,,164.8,7.1,5.4,12.7,,171.2,"[""1. 가지는 약 10cm 길이로 길고, 납작하게\n썰어 준비한다."", ""2. 팬에 올리브 오일을 살짝 둘러 썰어놓은\n가지를 소금을 넣고 살짝 익힌다."", ""3. 토마토는 반은 토마토 형태로 납작하게\n썰어 놓는다."", ""4. 토마토반은 입자있게 다져 준비한다."", ""5. 다진 토마토를 준비한 토마토소스에\n섞어 살짝 어우러지게 끓여 준비한다."", ""6. 구운 가지위에 토마토와 모짜렐라치즈를\n올려 팬에 굽고, 별도로 팽이버섯에\n후춧가루를 뿌려 살짝 구워 접시에 담고,\n끓여 놓은 토마토소스를 올려 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00480_6.png""]","가지(80g), 올리브오일(10g), 소금(0.5g), 토마토(40g)
모짜렐라치즈(30g)
- 소스 : 토마토소스(20g), 토마토(40g)
- 곁들임 : 팽이버섯(20g), 후춧가루(0.02g)","모짜렐라치즈를 사용하여 만든 음식은 맛이 담백하고, 나트륨 사용을 적게 할 수 있어 좋아요.",samsam
483,과일겉절이,반찬,,227.6,48.8,3.4,2.1,,124.8,"[""1. 사과와 배는 껍질을 베이킹파우더에\n깨끗이 씻어 납작하게 썰어 설탕물에\n담그어 색이 변하지 않게 준비한다."", ""2. 바나나는 동글하게 썰고, 키위는 껍질을\n제거하고 은행잎 모양으로 썰고,\n파인애플은 가운데 심을 제거하고\n사각형 모양으로 썰어놓는다."", ""3. 마는 껍질을 벗겨 동글하게 썰어 준비\n한다."", ""4. 마늘은 입자있게 다져, 팬에 식용유를\n두르고 살짝 볶는다."", ""5. 고춧가루에 볶은 마늘(④), 식초. 설탕,\n간장, 고춧가루를 넣고, 골고루 섞어\n양념장을 만든다."", ""6. 설탕물에 사과와 배를 건지고, 준비한\n과일과 마를 담은 후 먹기 직전에 만들어\n놓은 양념장을 넣어 버무려 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00483_6.png""]","사과(50g), 배(30g), 설탕(10g), 바나나(50g), 키위(30g)
파인애플(30g), 마(50g)
- 양념장 : 마늘(10g), 식용유(5g), 고춧가루(20g), 식초(10g)
저염간장(5g), 설탕(10g)",과일과 절묘하게 어울리는 볶은 마늘 양념장은 나트륨 함량을 낮춰줘요,samsam
484,버섯탕수,반찬,,450.1,43.9,6.6,27.6,,267.3,"[""1. 새송이와 느타리, 표고버섯은 먹기\n좋은 형태로 썰어 준비한다."", ""2. 썰어 놓은 버섯에 소금을 살짝 뿌려\n놓는다."", ""3. 소금 뿌린 버섯에 녹말가루와 달걀물을\n넣고 골고루 섞는다."", ""4. 오이, 당근, 양파, 키위는 작은 깍두기\n모양으로 썰어 준비한다."", ""5. 냄비에 저염간장에 설탕을 넣고 골고루\n섞어 끓이다가, 물녹말을 풀어 농도를\n맞추고 썰어놓은 오이, 당근, 양파를\n넣어 소스를 만든다."", ""6. 튀김기름의 온도가 약 170~180℃ 정도\n올라오면 녹말옷을 입힌 버섯(③)을\n재빠르게 튀겨 기름을 제거하고, 접시에\n담아 소스(⑤)를 얹고 키위를 올려 완성\n한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00484_6.png""]","새송이버섯(80g), 느타리버섯(50g), 표고버섯(50g)
소금(0.5g), 녹말가루(40g), 달걀(50g), 튀김기름(400g)
키위(20g)
- 소스 : 저염간장(20g), 설탕(20g), 식초(20g)
물녹말(녹말가루 10g, 물 10g), 오이(20g), 양파(20g)
당근(20g), 목이버섯(10g)",갖가지 버섯향과 키위의 새콤달콤함이 어우러져 소스의 나트륨 함량을 낮췄어요.,samsam
605,오렌지마리네이드 돼지고기,한그릇,,301.4,9.5,33.5,14.4,,276.5,"[""1. 돼지고기는 오렌지와 레몬,\n올리브오일로 마리네이드 한다."", ""2. 파프리카, 양송이버섯은 썰어서 팬에\n굽는다."", ""3. 머스터드와 꿀을 섞어 소스를 만든다."", ""4. 시금치는 끓는 물에 데친다."", ""5. 마늘은 편으로 썰고 팬에 굽는다."", ""6. 돼지고기를 팬에 구워 접시에 담고,\n구운 마늘, 파프리카, 양송이버섯,\n데친 시금치를 담고 그 위에\n머스터드소스를 올린다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00605_6.png""]","돼지고기(150g), 시금치(30g), 양송이버섯(3개),
파프리카(1/4개), 마늘(10g), 오렌지(1/2개), 레몬(1/4개),
머스터드(20g), 꿀(10g), 생크림(20g), 우유(200g),
소금(0.2g), 후추(0.01g), 올리브오일(20g)",머스터드에 꿀을 섞어서 나트륨을 줄인 소스를 만들 수 있어요.,samsam
606,인삼갈비탕,국물,,361.2,25.5,36.9,12.4,,161.2,"[""1. 갈비는 찬물에 담궈 핏물을 뺀다."", ""2. 끓은 물에 갈비를 데친다."", ""3. 찬물에 표고버섯, 파, 마늘, 양파 및\n인삼을 넣고 데친 갈비를 넣고 약 2시간\n정도 끓여 갈비탕을 만든다."", ""4. 저염간장에 설탕을 섞어 고기소스를\n만든다."", ""5. 당면은 뜨거운 물에 불려 갈비탕을\n먹기 직전에 넣는다."", ""6. 달걀은 황백으로 나눠 지단을 부쳐\n완성된 갈비탕 위에 대추와 함께 올려\n완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00606_6.png""]","소고기(갈비, 300g), 인삼(2뿌리), 당면(50g), 표고버섯(1개),
달걀(1개), 대추(3알), 양파(50g), 파(30g), 마늘(30g),
설탕(10g), 저염간장(20g)","표고버섯, 양파, 마늘, 인삼을 넣고 끓인 육수에 갈비를 넣고 갈비탕을 만들면 천연의 맛을 느낄 수 있고, 나트륨 배출을 도와줘요.",samsam
609,세 가지곡물콩라미수,간식,,215.4,39.9,6.7,3.2,,108.8,"[""1. 미숫가루는 설탕을 넣고 체에 한 번\n거른다."", ""2. 달걀노른자에 설탕을 넣고 중탕으로\n익힌다."", ""3. 버터는 중탕으로 녹이고 검은콩은 불린\n뒤 삶아 통조림콩, 버터와 함께 간다."", ""4. 바나나는 곱게 으깨고 흑임자는 곱게\n간다."", ""5. 우유는 냄비에 넣고 따끈하게 데운다."", ""6. 데워진 우유에 미숫가루와 모든 재료를\n골고루 섞는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00609_6.png""]","미숫가루(50g), 통조림콩(20g), 검은콩(20g), 바나나(1개),
흑임자(5g), 달걀(1개), 우유(200g), 애플민트(10g),
버터(20g), 설탕(10g)","버터와 콩을 함께 사용해서 나트륨 함량도 줄일 수 있고, 바나나는 몸 속의 나트륨 배출을 도와줘요.",samsam
611,토마토주스를곁들인컵토마토,반찬,,53.7,12.2,1.0,0.1,,226.9,"[""1. 토마토는 끓는 물에 살짝 데친다."", ""2. 데친 토마토를 믹서에 곱게 갈고\n설탕을 넣고 섞는다."", ""3. 줄기토마토는 윗부분을 잘라내고 속을\n파낸다."", ""4. 오이와 양파는 입자있게 썬다."", ""5. 팬에 올리브오일을 두르고 썰어 놓은\n오이와 양파를 살짝 볶는다."", ""6. 을 파낸 줄기토마토에 볶아 놓은\n야채와 ?번을 넣는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00611_6.png""]","줄기토마토(3개), 토마토(100g), 오이(50g), 양파(30g),
올리브오일(10g), 설탕(30g)","토마토는 나트륨을 배출을 도와주고, 고혈압 예방에도 도움을 줘요.",samsam
612,해산물 훈제연어롤,반찬,,271.8,8.3,33.0,11.8,,566.2,"[""1. 훈제 연어는 넓게 썬다."", ""2. 당근, 오이, 파프리카, 양파, 샐러리는\n길게 썬다."", ""3. 주꾸미는 소금에 주물러 씻는다."", ""4. 손질한 주꾸미, 소라는 끓는 물에\n데치고 썰어준다."", ""5. 고추장에 식초, 설탕을 넣고\n초고추장소스를 만든다."", ""6. 훈제 연어에 야채와 주꾸미, 소라를\n넣고 돌돌 말아 접시에 담고\n초고추장소스를 올리고 완두콩으로\n장식한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00612_6.png""]","연어(훈제연어, 120g), 주꾸미(100g), 소라(50g), 완두콩(20g),
샐러리(30g), 파프리카(1/2개), 오이(20g), 당근(20g),
양파(20g), 고추장(20g), 식초(20g), 설탕(20g), 소금(0.3g)","나트륨 성분이 많은 주꾸미를 끓는 물에 데쳐 나트륨을 줄여주고, 상큼한 소스로 맛을 더했어요.",samsam
614,감닭떡갈비,반찬,,348.3,55.7,17.2,6.3,,128.8,"[""1. 닭 살을 곱게 다진다."", ""2. 다진 닭살에 소금, 후춧가루, 매실청 및\n다진 마늘을 넣고 골고루 양념한다."", ""3. 믹서에 양파, 마늘, 감자, 찹쌀가루를\n넣고 간다."", ""4. 갈아 놓은 감자에 양념된 닭살과\n달걀을 섞는다."", ""5. 4번을 잘 치대 떡갈비 모양으로 만든다."", ""6. 팬에 기름을 살짝 두르고 떡갈비를\n앞뒤로 구워 익힌다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00614_6.png""]","재료 : 닭고기(120g), 감자(200g), 양파(50g), 달걀(1개),
마늘(10g), 찹쌀가루(50g), 매실청(5g), 소금(0.3g),
후춧가루(0.5g), 식용유(20g)",갈아 놓은 감자와 양념된 닭살을 섞어 소금 간을 조금만 해도 맛을 낼 수 있어요.,samsam
615,겨자아욱쌈밥,한그릇,,359.5,64.9,13.6,5.0,,264.4,"[""1. 현미는 깨끗이 씻어 30분 이상 충분히\n불린 뒤 밥을 짓는다"", ""2. 두부는 끓는 물에 데쳐 물기를 빼고\n곱게 다져 된장, 생크림, 매실청을 넣고\n골고루 섞는다."", ""3. 데친 두부에 된장, 생크림 및 매실청을\n골고루 섞는다."", ""4. 아욱과 단호박은 각각 찐 후 식힌다."", ""5. 찐 아욱 위에 현미밥을 올리고\n두부소스, 날치알, 새싹 단호박을\n올린다."", ""6. 아욱에 올린 밥을 동그랗게 말아\n접시에 담는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00615_6.png""]","현미(200g), 두부(100g), 아욱(100g), 날치알(50g),
단호박(1/6개), 새싹(20g), 된장(20g), 생크림(20g),
매실청(20g), 참기름(5g)",소량의 된장을 사용하여 삼삼한 맛 뿐만 아니라 쌈밥에 어울리는 된장소스를 만들 수 있어요.,samsam
