food_id,food_name,meal_role,serving_size,kcal,carbohydrate,protein,fat,sugar,sodium,recipe_steps,recipe_images,ingredients,na_tip,source
28,새우 두부 계란찜,반찬,,220.0,3.0,14.0,17.0,,99.0,"[""1. 손질된 새우를 끓는 물에 데쳐 건진다.a"", ""2. 연두부, 달걀, 생크림, 설탕에 녹인 무염버터를 믹서에 넣고 간 뒤 새우(1)를 함께 섞어 그릇에 담는다.b"", ""3. 시금치를 잘게 다져 혼합물 그릇(2)에 뿌리고 찜기에 넣고 중간 불에서 10분 정도 찐다.c""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00028_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00028_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00028_3.png""]","새우두부계란찜
연두부 75g(3/4모), 칵테일새우 20g(5마리), 달걀 30g(1/2개), 생크림 13g(1큰술), 설탕 5g(1작은술), 무염버터 5g(1작은술)
고명
시금치 10g(3줄기)","나트륨의 배출을 도와주는 것으로 알려진 칼륨이 풍부한 시금치와 소금, 간장 등의 양념 대신 새우에 들어있는 간으로 맛을 내요.",samsam
29,부추 콩가루 찜,반찬,,215.0,20.0,14.0,9.0,,240.0,"[""1. 부추는 깨끗이 씻어 물기를 제거하고, 5cm 길이로 썰고 부추에 날콩가루를 넣고 고루 섞이도록 버무린다."", ""2. 찜기에 면보를 깔고 부추를 넣은 후 김이 오르게 쪄서 파랗게 익힌다."", ""3. 저염간장에 다진 대파, 다진 마늘, 고춧가루, 요리당 , 참기름, 참깨를 섞어 양념장을 만들고 찐 부추는 그릇에 담아낸다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/20230206/20230206054820_1675673300714.jpg"", ""http://www.foodsafetykorea.go.kr/uploadimg/20230206/20230206054834_1675673314720.jpg"", ""http://www.foodsafetykorea.go.kr/uploadimg/20230206/20230206054908_1675673348152.jpg""]","[1인분]조선부추 50g, 날콩가루 7g(1⅓작은술)
·양념장 : 저염간장 3g(2/3작은술), 다진 대파 5g(1작은술), 다진 마늘 2g(1/2쪽), 고춧가루 2g(1/3작은술), 요리당 2g(1/3작은술), 참기름 2g(1/3작은술), 참깨 약간","콩가루로 버무려 감칠맛과 고소한 맛으로 나트륨 사용량을 줄여보세요. 부추는 피를 맑게 하고 허약 체질을 개선하여 성인병을 예방하는데 효과가 있지만, 알레르기 체질이나 위장이 약한 사람은 부작용이 생길 수 있으니 주의하세요.",samsam
31,방울토마토 소박이,반찬,,45.0,9.0,2.0,1.0,,277.0,"[""1. 물기를 빼고 2cm 정도의 크기로 썰은 부추와 양파를 양념장에 섞어 양념속을 만든다."", ""2. 깨끗이 씻은 방울토마토는 꼭지를 떼고 윗부분에 칼로 십자모양으로 칼집을 낸다."", ""3. 칼집을 낸 방울토마토에 양념속을 사이사이에 넣어 버무린다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00031_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00031_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00031_5.png""]","●방울토마토 소박이 : 
방울토마토 150g(5개), 양파 10g(3×1cm), 부추 10g(5줄기)
●양념장 : 
고춧가루 4g(1작은술), 멸치액젓 3g(2/3작은술), 다진 마늘 2.5g(1/2쪽), 매실액 2g(1/3작은술), 설탕 2g(1/3작은술), 물 2ml(1/3작은술), 통깨 약간","소금에 절이는 오이 대신 방울토마토를 사용하여 나트륨 섭취를 줄였어요. 토마토에는 과일에 대체로 없는 글루탐산이 풍부하여 감칠맛을 내주며, 겉절이 양념과 잘 어우러져 상큼함과 감칠맛을 내주어요.",samsam
33,사과 새우 북엇국,국물,,65.0,2.0,12.0,1.0,,78.0,"[""2. 북어채를 잘게 손으로 찢어 찬물에 헹구어 준비한 후 양파, 표고버섯, 사과는 채 썰고 새우는 등쪽의 두세 마디에 꼬챙이를 넣어 내장을 뺀 후 헹군다."", ""3. 찬물에 북어채, 새우, 표고버섯, 양파를 넣고 20분 정도 끓인 후 사과를 넣어 북어의 씁쓸한 맛을 없앤다."", ""5. 그릇에 담아낸다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_5.png""]","북엇국
북어채 25g(15개), 새우 10g(3마리), 사과 30g(1/5개), 양파 40g(1/4개),
표고버섯 20g(2장), 물 300ml(1½컵)",소금과 간장 대신 북어채와 새우의 짠맛으로 간을 한 담백한 맛의 북엇국을 만들었어요. 홍합이나 바지락을 넣으면 시원한 국물을 연출 할 수 있어요.,samsam
36,저염 된장으로 맛을 낸 황태해장국,국물,,100.0,12.0,13.0,0.0,,361.0,"[""3. 황태는 손질하여 물에 헹궈 건져 놓고 콩나물은 다듬어 씻고 청양고추는 어슷썰기 한다."", ""4. 냄비에 물을 붓고 황태와 무를 넣고 끓인 후 육수에서 물을 건져내고 저염 된장을 푼다."", ""5. 콩나물, 다진 마늘, 청양고추를 넣고 뚜껑을 덮어 김이 나게 끓\n여준다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_5.png""]","황태해장국
황태(채) 15g(10개), 콩나물 30g(1/6봉지), 무 30g(5×3×2cm), 저염된장 10g(2작은술), 물 300ml(1½컵), 청양고추 5g(1/2개), 다진 마늘 2g(1/3작은술)","황태해장국을 조리할 때 소금 대신 저염된장을 사용하면 덜 짜고 감칠맛 나는 황태해장국을 맛 볼 수 있어요.
황태는 빛이 누렇고 살이 연한 것이 좋은 상품이며, 황태는 냉동실에 보관하거나 잘 밀봉하여 건조하고 서늘한 곳에 보관하는 것이 좋아요.",samsam
37,된장국,국물,,20.0,3.0,2.0,0.0,,260.0,"[""1. 감자, 양파는 얇게 썰고 애느타리 버섯은 썰어 달궈진 팬에 굽는다."", ""2. 냄비에 물을 붓고 된장을 푼 뒤 감자, 양파, 두부를 넣어 재료가 투명해지게 끓인 후 된장국의 재료를 건져서 믹서에 넣어 갈고 된장국에 넣어 한번 더 끓인다."", ""3. 구운 애느타리버섯과 대파를 국에 넣어 끓인 후 그릇에 담는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_6.png""]","된장국
두부 20g(2×2×2cm), 애느타리버섯 20g(4가닥), 감자 10g(4×3×1cm), 양파 10g(2×1cm), 대파 10g(5cm), 된장 5g(1작은술), 물 300ml(1½컵)","된장국의 된장 사용량을 줄이기 위해 두부와 감자 등의 재료를 갈아 넣으면 담백한 된장국을 맛볼 수 있어요.
된장의 양을 적게 사용함으로 나트륨 섭취를 줄일 수 있어요.",samsam
38,표고버섯 청경채국,국물,,45.0,7.0,2.0,1.0,,2441.0,"[""1. 찬물에 표고버섯,머리와 내장을 제거한 멸치,\n다시마, 양파를 넣어 중간 불에서 10분 정도\n끓여 멸치육수를 만든다."", ""2. 육수의 표고버섯 기둥, 멸치, 다시마, 양파를 건진 후 표고버섯은 편으로 썰고 청경채는 4cm 크기로 썬다."", ""3. 끓는 육수에 준비한 표고버섯과 청경채를 넣고 국간장으로 간을 한 후 마늘을 넣어 한소끔 끓인다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_4.png""]","●멸치육수 : 국물용 멸치 5g(3마리), 다시마 1장(5×1cm), 양파 10g(2×1cm), 표고버섯 기둥, 국간장 5g(1작은술), 물 300ml(1½컵)
●채소준비 : 청경채 20g(1개), 표고버섯 20g(2장), 다진 마늘 2g(1/3작은술)","표고버섯 밑둥을 육수에 넣어 감칠맛을 더하고, 멸치와 다시마는 다량의 소금 없이도 국물 맛을 깊게 만들어 주는 역할을 해요. 건표고버섯은 햇볕에 말리는 과정에서 만들어진 비타민 D가 풍부해 칼슘 흡수를 도와 골다공증 예방에 좋은 식품이예요. 생표고버섯에는 비타민 D가 거의 들어있지 않아요.",samsam
93,구운채소와 간장레몬 소스,반찬,,175.0,19.0,4.0,9.0,,38.0,"[""1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만든다."", ""2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다."", ""3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 구운 후 접시에 담고 발사믹 크레타를 뿌리고 간장레몬 소스를 곁들인다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_3.png""]","●구운채소 : 가지 20g(3cm), 호박 50g(1/3개), 새송이버섯 15g(3개), 양파 15g(1/8개), 발사믹크레마 15g(1큰술), 빨강 파프리카 3g(3×1cm), 노랑 파프리카 3g(3×1cm), 청피망 3g(3×1cm), 올리브유 약간
●간장 레몬 소스 : 저염간장 5g(1작은술), 식초 15g(1큰술), 설탕 10g(1큰술), 레몬즙 5g(1작은술)","채소와 버섯류에는 대부분 나트륨 배출에 효과적인 칼륨이 함유되어 있어 채소를 많이 섭취하는 것이 저나트륨 식단의 기본이에요. 레몬즙은 음식의 짠맛을 감추고 간장과 함께 사용하면 간장의 감칠맛을 상승시키는 효
과도 있어요.",samsam
111,칠곡석류국수,한그릇,,73.4,12.7,2.1,1.6,,12.5,"[""1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다."", ""2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를\n뺀다."", ""3. 석류는 물 600g와 함께 믹서에 갈고 체에 걸러 즙을 낸다. 그릇에 면을 담고 차갑게 식힌 석류즙을 붓고 견과류, 채 썬 오이를 고명으로 올린다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_3.png""]","●주재료 : 소면 160g, 저염소금 4g(1작은술), 식초 8g(1/2작은술)
●소스 : 석류 200g(1/2개)
●장식 : 잣 4g(1작은술), 아몬드 4g(1작은술), 해바라기씨 4g(1작은술), 호두 4g(1작은술), 호박씨 4g(1작은술), 오이 20g(1/4개)","견과류에는 불포화 지방산이 풍부하게 함유되어 있어, 고지혈증 등 혈류개선에 효과가 있어 성인병 예방에 좋다. 짠맛을 대신하여 석류의 새콤달콤한 맛을 활용하고, 볶은 견과류로 고소한 맛과 풍미를 더하였다.",samsam
114,닭가슴살 브로콜리 만두,한그릇,,123.2,19.0,8.4,1.5,,167.9,"[""1. 브로콜리, 숙주, 표고버섯, 닭 가슴살은 다지고 다진 닭 가슴살은 소금과 후추로 밑간 한다."", ""2. 다진 채소와 닭가슴살, 참기름, 저염간장을 섞어 만두소를 만든다."", ""3. 준비한 만두피에 만두소를 넣은 후 만두 모양으로 빚고 만두를 찜통에 넣어 찌고 그릇에 담는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_4.png""]","주재료
만두피 4g(2장), 브로콜리 100g(1/4개), 숙주 100g, 표고버섯 20g(2개), 닭 가슴살 100g, 참기름 2g(1/2작은술), 저염간장 4g(1작은술), 소금 0.5g, 후춧가루 0.1g",칼륨 함량이 높은 브로콜리를 사용하여 나트륨 배출을 돕는다. 만두소는 저염간장으로 양념하고 별도로 초간장을 곁들이지 않아 나트륨섭취를 줄인다.,samsam
131,함초 냉이 국수,한그릇,,35.8,7.1,1.8,0.0,,34.5,"[""1. 함초, 노루궁뎅이버섯, 다시마, 파, 양파, 무를 물에 넣어 10분 끓이고 향이 강한 모시조개와 냉이를 넣고 30분  끓인 후 간장으로 색을 낸다."", ""2. 소면은 따로 삶는다."", ""3. 그릇에 삶은 소면을 담은 후 육수를 붓고 지단, 슬라이스한 청고추, 실고추를 올려 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_5.png""]","●주재료 : 소면 50g
●육수 : 함초 3g(1/2작은술), 노루궁뎅이버섯 25g(1/2개), 다시마 17g(15cm), 파 140g(1/2개), 양파 150g(1/2개), 무 250g(1/3개), 모시조개 150g(3/4컵), 냉이 35g, 간장 30g(2큰술)
●장식 : 달걀 50g(1개), 청고추 20g(1개), 실고추 2g","냉이에 함유된 비타민A와 비타민C는 소화작용을 용이하게 한다. 소금을 대체하여 함초를 사용하고, 멸치와 모시조개, 다시마 등을 사용하여 감칠맛을 더한다.",samsam
137,된장 두부찌개,국물,,77.3,2.4,7.5,4.2,,124.6,"[""1. 두부에 쌀뜨물을 넣고 갈아준다."", ""2. 돼지고기는 썰고 김치는 물에 씻어 양념을 제거하고 3×3cm로 썬다."", ""3. 냄비에 돼지고기와 김치를 함께 볶은 후, 망에 거른 된장과 1의 두부, 고춧가루, 청양고추, 홍고추를 넣어 끓이다가 대파를 넣어 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_3.png""]","두부 320g(1모), 쌀뜨물 300g(1½컵), 돼지고기 100g, 김치 140g, 된장 20g(1½큰술), 청양고추 10g(1/2개), 홍고추 5g(1/4개),
대파 10g(2cm), 고춧가루 5g(1작은술)",김치는 물에 헹구어 염분을 제거하고 고추를 넣어 매운 맛과 향을 더한다. 두부는 콩 단백질이 풍부한 식품으로 두뇌발달에 좋다.,samsam
138,부대된장찌개,국물,,72.6,4.2,5.3,3.9,,191.9,"[""1. 김치, 베이컨, 스팸, 소시지, 양파, 두부, 무는 두께 0.5cm로 썬다."", ""2. 다시마와 물을 끓여 다시마물을 만든다."", ""3. 냄비에 소시지, 베이컨, 두부, 스팸, 무, 우민찌, 김치, 다시마물 300g을 넣어 끓인 후 저염된장, 양파, 대파, 다진 마늘, 떡국 떡을 넣고 재료가 다 익으면 홍고추와 청양고추를 넣어 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_3.png""]","다시마 1g, 두부 10g, 떡국 떡 10g, 스팸(마일드) 10g, 다진 마늘 5g, 무 20g, 김치 15g, 소시지 10g(1/2개), 우민찌 5g(1작은술), 양파 5g, 저염된장 15g(1큰술), 베이컨 5g, 대파 5g, 청양고추 5g, 홍고추 1g",저염된장과 저염햄을 사용하고 김치는 물에 헹구어 염도를 낮추어 준다.,samsam
181,양배추감자전,반찬,,148.9,14.7,7.7,6.6,,107.1,"[""1. 감자는 믹서에 갈고 양배추는 채 썰고 고기, 당근, 청양고추, 두부는 다진다."", ""2. 준비해둔 재료를 모두 섞고 부침가루와 계란을 넣어 반죽한다."", ""3. 가열된 팬에 기름을 두르고 반죽을 부어 굽고 소스를 함께 곁들인다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_6.png""]","●주재료 : 감자 100g(1개), 양배추 150g(1/2개), 당근 15g(1/10개), 두부 20g(1/20모), 돼지고기 30g, 청양고추 5g(1개), 부침가루 45g(3큰술), 달걀 60g(1개), 식용유 15g(1큰술)
●소스 : 오렌지즙 15g(1큰술), 간장 2g(1/2작은술), 식초 10g(2작은술)",감자와 양배추에는 칼륨이 풍부하게 들어있어 나트륨 배출에 도움을 준다. 양념간장 대신 과일즙을 활용한 폰즈소스를 곁들여 나트륨 섭취량을 줄였다.,samsam
74,돌나물 샐러드,한그릇,,235.0,2.0,3.0,24.0,,151.0,"[""1. 청양고추와 홍고추를 다져서 참기름에 살짝 볶은 후 볶은 고추에 마요네즈와 레몬즙을 넣어 소스를 만든다."", ""2. 돌나물은 손질하여 찬물에 담구고 새송이버섯은 달군 프라이팬에 참기름을 두르고 노릇\n하게 굽는다."", ""3. 돌나물은 물기를 빼고 구운 새송이버섯과 레몬마요네즈 소스를 넣고\n버무려 접시에 담는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_5.png""]","●돌나물 샐러드 : 돌나물 90g, 미니새송이버섯 60g(7개), 참기름 약간
●레몬마요네즈 소스 : 마요네즈 10g(2작은술), 레몬즙 20g(1⅓큰술), 청양고추 5g(1/2개), 홍고추 5g(1/2개), 참기름 약간",샐러드드레싱에 짠맛을 줄이기 위해 마요네즈 사용량을 줄이고 레몬즙과 청양고추를 혼합하여 드레싱을 만들면 짠맛을 줄이는 효과를 낼 수 있어요. 마요네즈 사용이 지나치면 나트륨과 콜레스테롤의 섭취가 높아지므로 주의하세요.,samsam
159,석류 보쌈김치,반찬,,24.5,4.7,1.4,0.0,,171.3,"[""1. 배추를 소금물에 하루 동안 절인 후 물기를 빼고 석류는 즙을 낸다."", ""2. 무는 채 썰고, 쪽파와 미나리는 4cm로 자른다."", ""3. 무채, 미나리, 쪽파, 다진 마늘, 다진 생강, 새우젓국을 넣고 섞어 소를 만들고 절인 배추에 소를 넣고 오므려 싼다. 석류즙에 소를 채운 배추를 담가 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_4.png""]","●주재료 : 배추 70g(1/10개), 석류즙 10g(2작은술), 소금 5g(1/2작은술)
●양념 : 무 10g(3cm), 미나리 10g, 쪽파 10g(1개), 다진 마늘 5g(1작은술), 다진 생강 5g(1작은술), 새우젓국 15g(1큰술)","배추는 최소한의 소금으로 절이고 석류 즙으로 새콤한 맛과 향을 더한다. 미네랄, 칼슘, 무기질이 풍부한 석류는 여성질환에 도움을 준다.",samsam
161,유자 대구조림,반찬,,84.0,10.6,9.6,0.4,,109.7,"[""1. 발사믹 식초, 화이트와인, 다진 유자청 건더기를 넣고 졸여 소스를 만들고 대구를 손질하여 포를 뜬다."", ""2. 대파, 청파프리카, 홍파프리카, 황파프리카를 채 썬다."", ""3. 대구포에 밀가루를 묻혀 청파프리카, 홍파프리카, 황파프리카, 황금팽이버섯을 넣고 말아 미나리로 묶어 찐 후 소스를 뿌리고 썬 대파를 올려 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_4.png""]","●주재료 : 대구살 120g, 홍파프리카 10g(1/10개), 황파프리카 10g(1/10개),청파프리카 10g(1/10개), 황금팽이버섯 10g, 미나리 20g, 밀가루 25g(2큰술)
●소스 : 유자청 20g(1⅓큰술), 발사믹식초 10g(2작은술), 화이트와인 10g(2작은술)
●장식 : 대파 30g(1개)",소스에 유자청으로 향을 더하고 발사믹식초로 상큼함을 더한다. 찜은 재료 본연의 맛을 느낄 수 있는 조리법이며 소스를 찍어먹을 수 있도록 곁들여 내면 나트륨 섭취량을 줄일 수 있다.,samsam
162,파프리카 물김치,반찬,,44.9,10.1,1.1,0.0,,272.0,"[""1. 황파프리카를 갈아 체에 내리고 멥쌀로 쌀풀을 만들어 황파프리카 즙을 섞고 물엿을 첨가하여 양념을 만든다."", ""2. 배추를 소금물에 절이고 절인 배추를 찬물로 씻어 소금기를 뺀다."", ""3. 소금기를 뺀 배추에 채썬 자색고구마, 무, 쪽파, 부추, 사과, 배를 놓고 양념을 부은 후 3일 동안 숙성시켜 완성한다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_5.png""]","●주재료 : 자색고구마 10g(3cm), 무 10g(2cm), 배 80g(1/4개), 배추 200g(1/3개), 부추 10g, 사과 80g(1/3개), 쪽파 10g(10cm), 소금 20g(1⅓큰술)
●양념 : 멥쌀 10g(2작은술), 물엿 50g(1/4컵), 황파프리카 140g(1½개)",김치를 절인 후 찬물에 세 번 씻어 소금기를 빼고 기호에 따라 청고추를 넣어 매콤한 맛을 준다.,samsam
636,우렁된장소스 배추롤,한그릇,,326.3,43.0,22.3,7.2,,976.0,"[""1. 끓는 물에 배춧잎을 데친다."", ""2. 당근, 호박, 표고버섯, 양파는\n입자있게 다진다."", ""3. 돼지고기를 썰어 불린 쌀, 다진 야채와\n함께 밥을 짓는다."", ""4. 데친 배춧잎에 지어놓은 밥을 올려\n돌돌만다."", ""5. 말아 놓은 배춧잎을 부추로 묶는다."", ""6. 찜통에 김이 오르면 ?번을 넣고 약 5분\n정도 찐다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_6.png""]","돼지고기(50g), 배춧잎(5장), 부추(30g), 쌀(100g), 당근(20g),
표고버섯(2개), 양파(50g), 애호박(1/2개), 우렁이(100g),
된장(30g)","된장에 양파, 당근, 호박, 표고버섯을 많이 섞어 나트륨 함량을 감소시키고, 야채맛이 가득한 된장소스를 만들 수 있어요.",samsam
637,인삼떡갈비,반찬,,253.3,15.0,26.9,9.5,,196.0,"[""1. 대추는 돌려 깍아 씨를 제거 하고 곱게\n다진다."", ""2. 다진 소고기와 돼지고기에 대추와 소금\n후춧가루를 넣고 치댄다."", ""3. 애호박과 단호박, 파프리카는\n입자있게 썰어 ?에 넣고 잘 치댄다."", ""4. 양송이는 편으로 썰어 팬에 익히고,\n인삼을 뇌두를 자르고 깨끗이 씻어\n팬에 볶아 잘게 썰어 ?에 넣는다."", ""5. 재료가 골고루 섞인 떡갈비를 갈비\n모양으로 만든다."", ""6. 떡갈비를 팬에 굽고, 접시에 배춧잎을\n깔고 익힌 양송이를 올리고 떡갈비를\n담는다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_6.png""]","소고기(100g), 돼지고기(100g), 대추(3알), 양파(30g),
마늘(20g), 배(1/4개), 애호박(1/2개), 단호박(1/4개),
파프리카(50g), 인삼(1뿌리), 양송이(5개), 배추잎(5장),
저염간장(20g), 설탕(20g), 소금(0.2g), 후춧가루(0.01g)
두부(50g)",대추의 단맛 때문에 간장을 적게 쓸 수 있어 나트륨을 줄일 수 있어요,samsam
639,호박잎 삼계탕,한그릇,,314.1,53.7,16.0,3.9,,55.9,"[""1. 찹쌀은 깨끗이 씻어 30분 정도 불린다"", ""2. 불린 찹쌀은 냄비에 넣고 질게 밥을\n한다."", ""3. 닭가슴살은 넓게 펴서 소금,\n후춧가루를 뿌린다."", ""4. 호박잎과 미나리는 끓는 물에 살짝\n데치고, 대추는 돌려 깎아 씨를\n제거하고 인삼은 뇌두를 제거한 뒤\n채를 썰어둔다."", ""5. 데친 호박잎에 닭 가슴살을 올린다."", ""6. 닭 가슴살위에 찹쌀밥과 준비한 야채와\n대추를 올려 돌돌 말아 질게 된\n찹쌀밥에 넣고 약 20분 정도 더 쪄낸다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_6.png""]","호박잎(5장), 닭고기(가슴살, 120g), 찹쌀(100g), 대추(3알),
미나리(20g), 인삼(1뿌리), 소금(0.2g), 후춧가루(0.01g)","소화가 잘되는 찹쌀을 사용하여 쫀득한 맛을 낼 수 있으며, 별도 소스없이 고소한 맛을 즐길 수 있어요.",samsam
642,훈제오리가슴살크러스트,반찬,,250.0,13.5,17.2,14.1,,352.2,"[""1. 훈제오리 가슴살은 올리브오일,\n로즈마리, 후춧가루로\n마리네이드한다."", ""2. 새송이버섯은 편으로 썰고 팬에\n굽는다."", ""3. 오렌지는 슬라이스로 썬다."", ""4. 땅콩과 파슬리는 입자있게 다진다."", ""5. 마리네이드한 오리 고기를 구워 접시에\n담는다."", ""6. 유자청에 땅콩, 파슬리가루를 넣고\n소스를 만들고, 구워진 오리고기\n사이에 오렌지 슬라이스를 넣고\n유자청소스를 올린다.""]","[""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_1.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_2.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_3.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_4.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_5.png"", ""http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_6.png""]","오리고기(훈제오리 가슴살, 150g), 로즈마리(2g), 오렌지(1개),
새송이버섯(1개), 파슬리(5g), 땅콩(50g), 올리브오일(20g),
유자청(20g), 후춧가루(0.5g","로즈마리를 사용하여 오리고기의 잡내를 제거하고, 유자청을 이용한 소스는 소금을 적게 사용해도 맛을 좋게 만들어요.",samsam
